NAICS 	NAICS Title
33151109	IRON FOUNDRIES                                    
33151110	IRON FOUNDRIES                                    
33151106	IRON FOUNDRIES                                    
33151105	IRON FOUNDRIES                                    
33151201	STEEL INVESTMENT FOUNDRIES                        
33151302	STEEL FOUNDRIES (EXCEPT INVESTMENT)               
33151304	STEEL FOUNDRIES (EXCEPT INVESTMENT)               
33151307	STEEL FOUNDRIES (EXCEPT INVESTMENT)               
33151301	STEEL FOUNDRIES (EXCEPT INVESTMENT)               
33151303	STEEL FOUNDRIES (EXCEPT INVESTMENT)               
33151306	STEEL FOUNDRIES (EXCEPT INVESTMENT)               
33151305	STEEL FOUNDRIES (EXCEPT INVESTMENT)               
33151308	STEEL FOUNDRIES (EXCEPT INVESTMENT)               
33151309	STEEL FOUNDRIES (EXCEPT INVESTMENT)               
33141001	NONFERROUS METAL (EXCEPT ALUMINUM) SMELTING/RFNNG 
33131301	ALUMINA REFINING & PRIMARY ALUMINUM PRODUCTION    
33141007	NONFERROUS METAL (EXCEPT ALUMINUM) SMELTING/RFNNG 
33141006	NONFERROUS METAL (EXCEPT ALUMINUM) SMELTING/RFNNG 
33141002	NONFERROUS METAL (EXCEPT ALUMINUM) SMELTING/RFNNG 
33141008	NONFERROUS METAL (EXCEPT ALUMINUM) SMELTING/RFNNG 
33141003	NONFERROUS METAL (EXCEPT ALUMINUM) SMELTING/RFNNG 
33141005	NONFERROUS METAL (EXCEPT ALUMINUM) SMELTING/RFNNG 
33141004	NONFERROUS METAL (EXCEPT ALUMINUM) SMELTING/RFNNG 
33142009	COPPER ROLLING, DRAWING, EXTRUDING & ALLOYING     
33149206	SECONDARY PROCESSING OF OTHER NONFERROUS          
33149202	SECONDARY PROCESSING OF OTHER NONFERROUS          
33149203	SECONDARY PROCESSING OF OTHER NONFERROUS          
33149205	SECONDARY PROCESSING OF OTHER NONFERROUS          
33149201	SECONDARY PROCESSING OF OTHER NONFERROUS          
33149204	SECONDARY PROCESSING OF OTHER NONFERROUS          
33142005	COPPER ROLLING, DRAWING, EXTRUDING & ALLOYING     
33142006	COPPER ROLLING, DRAWING, EXTRUDING & ALLOYING     
33142004	COPPER ROLLING, DRAWING, EXTRUDING & ALLOYING     
33142010	COPPER ROLLING, DRAWING, EXTRUDING & ALLOYING     
33142001	COPPER ROLLING, DRAWING, EXTRUDING & ALLOYING     
33142002	COPPER ROLLING, DRAWING, EXTRUDING & ALLOYING     
33142008	COPPER ROLLING, DRAWING, EXTRUDING & ALLOYING     
33142007	COPPER ROLLING, DRAWING, EXTRUDING & ALLOYING     
33131501	ALUMINUM SHEET PLATE & FOIL MANUFACTURING         
33131801	OTHER ALUMINUM ROLLING DRAWING & EXTRUDING        
33131802	OTHER ALUMINUM ROLLING DRAWING & EXTRUDING        
33131804	OTHER ALUMINUM ROLLING DRAWING & EXTRUDING        
33131803	OTHER ALUMINUM ROLLING DRAWING & EXTRUDING        
33149103	NONFERROUS METAL (EXC CU & AL) RLLNG/DRWNG/EXTRDNG
33149106	NONFERROUS METAL (EXC CU & AL) RLLNG/DRWNG/EXTRDNG
33149104	NONFERROUS METAL (EXC CU & AL) RLLNG/DRWNG/EXTRDNG
33149102	NONFERROUS METAL (EXC CU & AL) RLLNG/DRWNG/EXTRDNG
33149107	NONFERROUS METAL (EXC CU & AL) RLLNG/DRWNG/EXTRDNG
33149108	NONFERROUS METAL (EXC CU & AL) RLLNG/DRWNG/EXTRDNG
33149110	NONFERROUS METAL (EXC CU & AL) RLLNG/DRWNG/EXTRDNG
33149109	NONFERROUS METAL (EXC CU & AL) RLLNG/DRWNG/EXTRDNG
33149111	NONFERROUS METAL (EXC CU & AL) RLLNG/DRWNG/EXTRDNG
33149105	NONFERROUS METAL (EXC CU & AL) RLLNG/DRWNG/EXTRDNG
33592103	FIBER OPTIC CABLE MANUFACTURING                   
33592101	FIBER OPTIC CABLE MANUFACTURING                   
33592102	FIBER OPTIC CABLE MANUFACTURING                   
33592901	OTHER COMMUNICATION & ENERGY WIRE MANUFACTURING   
33592902	OTHER COMMUNICATION & ENERGY WIRE MANUFACTURING   
33592903	OTHER COMMUNICATION & ENERGY WIRE MANUFACTURING   
33149101	NONFERROUS METAL (EXC CU & AL) RLLNG/DRWNG/EXTRDNG
33152301	NONFERROUS METAL DIE-CASTING FOUNDRIES            
33152302	NONFERROUS METAL DIE-CASTING FOUNDRIES            
33152304	NONFERROUS METAL DIE-CASTING FOUNDRIES            
33152303	NONFERROUS METAL DIE-CASTING FOUNDRIES            
33151111	IRON FOUNDRIES                                    
33152902	OTHER NONFERROUS METAL FOUNDRIES (EXC DIE-CASTING)
33152901	OTHER NONFERROUS METAL FOUNDRIES (EXC DIE-CASTING)
33152903	OTHER NONFERROUS METAL FOUNDRIES (EXC DIE-CASTING)
33152904	OTHER NONFERROUS METAL FOUNDRIES (EXC DIE-CASTING)
33152905	OTHER NONFERROUS METAL FOUNDRIES (EXC DIE-CASTING)
33152910	OTHER NONFERROUS METAL FOUNDRIES (EXC DIE-CASTING)
33152906	OTHER NONFERROUS METAL FOUNDRIES (EXC DIE-CASTING)
33152305	NONFERROUS METAL DIE-CASTING FOUNDRIES            
33152907	OTHER NONFERROUS METAL FOUNDRIES (EXC DIE-CASTING)
33151112	IRON FOUNDRIES                                    
33152908	OTHER NONFERROUS METAL FOUNDRIES (EXC DIE-CASTING)
33152909	OTHER NONFERROUS METAL FOUNDRIES (EXC DIE-CASTING)
33351103	INDUSTRIAL MOLD MANUFACTURING                     
33152306	NONFERROUS METAL DIE-CASTING FOUNDRIES            
33281101	METAL HEAT TREATING                               
33281103	METAL HEAT TREATING                               
33281102	METAL HEAT TREATING                               
33111001	IRON & STEEL MILLS & FERROALLOY MANUFACTURING     
33281311	ELECTROPLATING PLATING POLISHING ANODIZING & CLRNG
33111005	IRON & STEEL MILLS & FERROALLOY MANUFACTURING     
33111004	IRON & STEEL MILLS & FERROALLOY MANUFACTURING     
33243101	METAL CAN MANUFACTURING                           
33243103	METAL CAN MANUFACTURING                           
33243104	METAL CAN MANUFACTURING                           
33243102	METAL CAN MANUFACTURING                           
33243901	OTHER METAL CONTAINER MANUFACTURING               
33243910	OTHER METAL CONTAINER MANUFACTURING               
33243907	OTHER METAL CONTAINER MANUFACTURING               
33243903	OTHER METAL CONTAINER MANUFACTURING               
33243911	OTHER METAL CONTAINER MANUFACTURING               
33221503	METAL KTCHN CKWR/UTNSL/CTLRY/FLTWR (EXC PRCS) MFG 
33221501	METAL KTCHN CKWR/UTNSL/CTLRY/FLTWR (EXC PRCS) MFG 
33221617	SAW BLADE & HANDTOOL MANUFACTURING                
33221629	SAW BLADE & HANDTOOL MANUFACTURING                
33221628	SAW BLADE & HANDTOOL MANUFACTURING                
33221614	SAW BLADE & HANDTOOL MANUFACTURING                
33221613	SAW BLADE & HANDTOOL MANUFACTURING                
33221609	SAW BLADE & HANDTOOL MANUFACTURING                
33221615	SAW BLADE & HANDTOOL MANUFACTURING                
33221623	SAW BLADE & HANDTOOL MANUFACTURING                
33221610	SAW BLADE & HANDTOOL MANUFACTURING                
33221602	SAW BLADE & HANDTOOL MANUFACTURING                
33221603	SAW BLADE & HANDTOOL MANUFACTURING                
33221604	SAW BLADE & HANDTOOL MANUFACTURING                
33221627	SAW BLADE & HANDTOOL MANUFACTURING                
33221616	SAW BLADE & HANDTOOL MANUFACTURING                
33221625	SAW BLADE & HANDTOOL MANUFACTURING                
33221634	SAW BLADE & HANDTOOL MANUFACTURING                
33221633	SAW BLADE & HANDTOOL MANUFACTURING                
33251002	HARDWARE MANUFACTURING                            
33251015	HARDWARE MANUFACTURING                            
33251004	HARDWARE MANUFACTURING                            
33251007	HARDWARE MANUFACTURING                            
33251008	HARDWARE MANUFACTURING                            
33251009	HARDWARE MANUFACTURING                            
33251011	HARDWARE MANUFACTURING                            
33251016	HARDWARE MANUFACTURING                            
33251014	HARDWARE MANUFACTURING                            
33251023	HARDWARE MANUFACTURING                            
33251010	HARDWARE MANUFACTURING                            
33251021	HARDWARE MANUFACTURING                            
33251001	HARDWARE MANUFACTURING                            
33251003	HARDWARE MANUFACTURING                            
33251006	HARDWARE MANUFACTURING                            
33291901	OTHER METAL VALVE & PIPE FITTING MANUFACTURING    
33251005	HARDWARE MANUFACTURING                            
33251017	HARDWARE MANUFACTURING                            
33243921	OTHER METAL CONTAINER MANUFACTURING               
33251024	HARDWARE MANUFACTURING                            
33251022	HARDWARE MANUFACTURING                            
33251019	HARDWARE MANUFACTURING                            
33251018	HARDWARE MANUFACTURING                            
33251012	HARDWARE MANUFACTURING                            
33299922	ALL OTHER MISC FABRICATED METAL PRODUCT MFG       
33299924	ALL OTHER MISC FABRICATED METAL PRODUCT MFG       
33299923	ALL OTHER MISC FABRICATED METAL PRODUCT MFG       
33291302	PLUMBING FIXTURE FITTING & TRIM MANUFACTURING     
33299909	ALL OTHER MISC FABRICATED METAL PRODUCT MFG       
33299914	ALL OTHER MISC FABRICATED METAL PRODUCT MFG       
33291301	PLUMBING FIXTURE FITTING & TRIM MANUFACTURING     
33341401	HEATING EQUIPMENT (EXCEPT WARM AIR FURNACES) MFG  
33341404	HEATING EQUIPMENT (EXCEPT WARM AIR FURNACES) MFG  
33341406	HEATING EQUIPMENT (EXCEPT WARM AIR FURNACES) MFG  
33341407	HEATING EQUIPMENT (EXCEPT WARM AIR FURNACES) MFG  
33341409	HEATING EQUIPMENT (EXCEPT WARM AIR FURNACES) MFG  
33341410	HEATING EQUIPMENT (EXCEPT WARM AIR FURNACES) MFG  
33341405	HEATING EQUIPMENT (EXCEPT WARM AIR FURNACES) MFG  
33341411	HEATING EQUIPMENT (EXCEPT WARM AIR FURNACES) MFG  
33341402	HEATING EQUIPMENT (EXCEPT WARM AIR FURNACES) MFG  
33341403	HEATING EQUIPMENT (EXCEPT WARM AIR FURNACES) MFG  
33341412	HEATING EQUIPMENT (EXCEPT WARM AIR FURNACES) MFG  
33341413	HEATING EQUIPMENT (EXCEPT WARM AIR FURNACES) MFG  
33231201	FABRICATED STRUCTURAL METAL MANUFACTURING         
33231211	FABRICATED STRUCTURAL METAL MANUFACTURING         
33231205	FABRICATED STRUCTURAL METAL MANUFACTURING         
33231208	FABRICATED STRUCTURAL METAL MANUFACTURING         
33231202	FABRICATED STRUCTURAL METAL MANUFACTURING         
33231210	FABRICATED STRUCTURAL METAL MANUFACTURING         
33231204	FABRICATED STRUCTURAL METAL MANUFACTURING         
33231209	FABRICATED STRUCTURAL METAL MANUFACTURING         
33231212	FABRICATED STRUCTURAL METAL MANUFACTURING         
33231206	FABRICATED STRUCTURAL METAL MANUFACTURING         
33232103	METAL WINDOW & DOOR MANUFACTURING                 
33232115	METAL WINDOW & DOOR MANUFACTURING                 
33232104	METAL WINDOW & DOOR MANUFACTURING                 
33232105	METAL WINDOW & DOOR MANUFACTURING                 
33232106	METAL WINDOW & DOOR MANUFACTURING                 
33232109	METAL WINDOW & DOOR MANUFACTURING                 
33232111	METAL WINDOW & DOOR MANUFACTURING                 
33232112	METAL WINDOW & DOOR MANUFACTURING                 
33232113	METAL WINDOW & DOOR MANUFACTURING                 
33232110	METAL WINDOW & DOOR MANUFACTURING                 
33232108	METAL WINDOW & DOOR MANUFACTURING                 
33232114	METAL WINDOW & DOOR MANUFACTURING                 
33232102	METAL WINDOW & DOOR MANUFACTURING                 
33232116	METAL WINDOW & DOOR MANUFACTURING                 
33232107	METAL WINDOW & DOOR MANUFACTURING                 
33242009	METAL TANK (HEAVY GAUGE) MANUFACTURING            
33231306	PLATE WORK MANUFACTURING                          
33242003	METAL TANK (HEAVY GAUGE) MANUFACTURING            
33231303	PLATE WORK MANUFACTURING                          
33242006	METAL TANK (HEAVY GAUGE) MANUFACTURING            
33231304	PLATE WORK MANUFACTURING                          
33341506	AC REFRIGERATION & FORCED AIR HEATING             
33231301	PLATE WORK MANUFACTURING                          
33231302	PLATE WORK MANUFACTURING                          
33341508	AC REFRIGERATION & FORCED AIR HEATING             
33241001	POWER BOILER & HEAT EXCHANGER MANUFACTURING       
33241003	POWER BOILER & HEAT EXCHANGER MANUFACTURING       
33231307	PLATE WORK MANUFACTURING                          
33241002	POWER BOILER & HEAT EXCHANGER MANUFACTURING       
33242007	METAL TANK (HEAVY GAUGE) MANUFACTURING            
33242004	METAL TANK (HEAVY GAUGE) MANUFACTURING            
33242010	METAL TANK (HEAVY GAUGE) MANUFACTURING            
33242001	METAL TANK (HEAVY GAUGE) MANUFACTURING            
33242002	METAL TANK (HEAVY GAUGE) MANUFACTURING            
33231305	PLATE WORK MANUFACTURING                          
33242008	METAL TANK (HEAVY GAUGE) MANUFACTURING            
33242005	METAL TANK (HEAVY GAUGE) MANUFACTURING            
33243909	OTHER METAL CONTAINER MANUFACTURING               
33232203	SHEET METAL WORK MANUFACTURING                    
33232204	SHEET METAL WORK MANUFACTURING                    
33232202	SHEET METAL WORK MANUFACTURING                    
33243906	OTHER METAL CONTAINER MANUFACTURING               
33243912	OTHER METAL CONTAINER MANUFACTURING               
33243904	OTHER METAL CONTAINER MANUFACTURING               
33243905	OTHER METAL CONTAINER MANUFACTURING               
33243908	OTHER METAL CONTAINER MANUFACTURING               
33243917	OTHER METAL CONTAINER MANUFACTURING               
33243918	OTHER METAL CONTAINER MANUFACTURING               
33243913	OTHER METAL CONTAINER MANUFACTURING               
33243914	OTHER METAL CONTAINER MANUFACTURING               
33243915	OTHER METAL CONTAINER MANUFACTURING               
33243919	OTHER METAL CONTAINER MANUFACTURING               
33243920	OTHER METAL CONTAINER MANUFACTURING               
33232205	SHEET METAL WORK MANUFACTURING                    
33232304	ORNAMENTAL & ARCHITECTURAL METAL WORK MFG         
33232307	ORNAMENTAL & ARCHITECTURAL METAL WORK MFG         
33232309	ORNAMENTAL & ARCHITECTURAL METAL WORK MFG         
33232312	ORNAMENTAL & ARCHITECTURAL METAL WORK MFG         
33232315	ORNAMENTAL & ARCHITECTURAL METAL WORK MFG         
33232303	ORNAMENTAL & ARCHITECTURAL METAL WORK MFG         
33232308	ORNAMENTAL & ARCHITECTURAL METAL WORK MFG         
33232314	ORNAMENTAL & ARCHITECTURAL METAL WORK MFG         
33232311	ORNAMENTAL & ARCHITECTURAL METAL WORK MFG         
33232305	ORNAMENTAL & ARCHITECTURAL METAL WORK MFG         
33232306	ORNAMENTAL & ARCHITECTURAL METAL WORK MFG         
33232310	ORNAMENTAL & ARCHITECTURAL METAL WORK MFG         
33232301	ORNAMENTAL & ARCHITECTURAL METAL WORK MFG         
33232313	ORNAMENTAL & ARCHITECTURAL METAL WORK MFG         
33232316	ORNAMENTAL & ARCHITECTURAL METAL WORK MFG         
33232302	ORNAMENTAL & ARCHITECTURAL METAL WORK MFG         
33231101	PREFABRICATED METAL BUILDING & COMPONENT MFG      
33231102	PREFABRICATED METAL BUILDING & COMPONENT MFG      
33231105	PREFABRICATED METAL BUILDING & COMPONENT MFG      
33231106	PREFABRICATED METAL BUILDING & COMPONENT MFG      
33231104	PREFABRICATED METAL BUILDING & COMPONENT MFG      
33231103	PREFABRICATED METAL BUILDING & COMPONENT MFG      
33231108	PREFABRICATED METAL BUILDING & COMPONENT MFG      
33231109	PREFABRICATED METAL BUILDING & COMPONENT MFG      
33231107	PREFABRICATED METAL BUILDING & COMPONENT MFG      
33231207	FABRICATED STRUCTURAL METAL MANUFACTURING         
33211401	CUSTOM ROLL FORMING                               
33232101	METAL WINDOW & DOOR MANUFACTURING                 
33231203	FABRICATED STRUCTURAL METAL MANUFACTURING         
33232317	ORNAMENTAL & ARCHITECTURAL METAL WORK MFG         
33272101	PRECISION TURNED PRODUCT MANUFACTURING            
33272206	BOLT, NUT, SCREW, RIVET & WASHER MANUFACTURING    
33272201	BOLT, NUT, SCREW, RIVET & WASHER MANUFACTURING    
33272204	BOLT, NUT, SCREW, RIVET & WASHER MANUFACTURING    
33272205	BOLT, NUT, SCREW, RIVET & WASHER MANUFACTURING    
33272203	BOLT, NUT, SCREW, RIVET & WASHER MANUFACTURING    
33272207	BOLT, NUT, SCREW, RIVET & WASHER MANUFACTURING    
33272202	BOLT, NUT, SCREW, RIVET & WASHER MANUFACTURING    
33211107	IRON & STEEL FORGING                              
33211104	IRON & STEEL FORGING                              
33211105	IRON & STEEL FORGING                              
33211101	IRON & STEEL FORGING                              
33211106	IRON & STEEL FORGING                              
33211103	IRON & STEEL FORGING                              
33211102	IRON & STEEL FORGING                              
33211201	NONFERROUS FORGING                                
33637002	MOTOR VEHICLE METAL STAMPING                      
33637001	MOTOR VEHICLE METAL STAMPING                      
33211901	METAL CROWN/CLOSURE/OTHER METAL STMPNG (EXC AUTO) 
33211902	METAL CROWN/CLOSURE/OTHER METAL STMPNG (EXC AUTO) 
33211915	METAL CROWN/CLOSURE/OTHER METAL STMPNG (EXC AUTO) 
33211911	METAL CROWN/CLOSURE/OTHER METAL STMPNG (EXC AUTO) 
33211918	METAL CROWN/CLOSURE/OTHER METAL STMPNG (EXC AUTO) 
33211912	METAL CROWN/CLOSURE/OTHER METAL STMPNG (EXC AUTO) 
33211909	METAL CROWN/CLOSURE/OTHER METAL STMPNG (EXC AUTO) 
33211903	METAL CROWN/CLOSURE/OTHER METAL STMPNG (EXC AUTO) 
33211905	METAL CROWN/CLOSURE/OTHER METAL STMPNG (EXC AUTO) 
33211906	METAL CROWN/CLOSURE/OTHER METAL STMPNG (EXC AUTO) 
33211908	METAL CROWN/CLOSURE/OTHER METAL STMPNG (EXC AUTO) 
33211916	METAL CROWN/CLOSURE/OTHER METAL STMPNG (EXC AUTO) 
33221507	METAL KTCHN CKWR/UTNSL/CTLRY/FLTWR (EXC PRCS) MFG 
33221505	METAL KTCHN CKWR/UTNSL/CTLRY/FLTWR (EXC PRCS) MFG 
33221506	METAL KTCHN CKWR/UTNSL/CTLRY/FLTWR (EXC PRCS) MFG 
33211907	METAL CROWN/CLOSURE/OTHER METAL STMPNG (EXC AUTO) 
33243922	OTHER METAL CONTAINER MANUFACTURING               
33221504	METAL KTCHN CKWR/UTNSL/CTLRY/FLTWR (EXC PRCS) MFG 
33211914	METAL CROWN/CLOSURE/OTHER METAL STMPNG (EXC AUTO) 
33211904	METAL CROWN/CLOSURE/OTHER METAL STMPNG (EXC AUTO) 
33211919	METAL CROWN/CLOSURE/OTHER METAL STMPNG (EXC AUTO) 
33211910	METAL CROWN/CLOSURE/OTHER METAL STMPNG (EXC AUTO) 
33211917	METAL CROWN/CLOSURE/OTHER METAL STMPNG (EXC AUTO) 
33211913	METAL CROWN/CLOSURE/OTHER METAL STMPNG (EXC AUTO) 
33281301	ELECTROPLATING PLATING POLISHING ANODIZING & CLRNG
33281312	ELECTROPLATING PLATING POLISHING ANODIZING & CLRNG
33281302	ELECTROPLATING PLATING POLISHING ANODIZING & CLRNG
33281314	ELECTROPLATING PLATING POLISHING ANODIZING & CLRNG
33281317	ELECTROPLATING PLATING POLISHING ANODIZING & CLRNG
33281303	ELECTROPLATING PLATING POLISHING ANODIZING & CLRNG
33281307	ELECTROPLATING PLATING POLISHING ANODIZING & CLRNG
33281318	ELECTROPLATING PLATING POLISHING ANODIZING & CLRNG
33281313	ELECTROPLATING PLATING POLISHING ANODIZING & CLRNG
33281315	ELECTROPLATING PLATING POLISHING ANODIZING & CLRNG
33281319	ELECTROPLATING PLATING POLISHING ANODIZING & CLRNG
33281304	ELECTROPLATING PLATING POLISHING ANODIZING & CLRNG
33281310	ELECTROPLATING PLATING POLISHING ANODIZING & CLRNG
33281306	ELECTROPLATING PLATING POLISHING ANODIZING & CLRNG
33281308	ELECTROPLATING PLATING POLISHING ANODIZING & CLRNG
33281309	ELECTROPLATING PLATING POLISHING ANODIZING & CLRNG
33281316	ELECTROPLATING PLATING POLISHING ANODIZING & CLRNG
33281320	ELECTROPLATING PLATING POLISHING ANODIZING & CLRNG
33281321	ELECTROPLATING PLATING POLISHING ANODIZING & CLRNG
33281322	ELECTROPLATING PLATING POLISHING ANODIZING & CLRNG
33281324	ELECTROPLATING PLATING POLISHING ANODIZING & CLRNG
33281305	ELECTROPLATING PLATING POLISHING ANODIZING & CLRNG
33281218	METAL COATING & NON-PRECIOUS ENGRAVING            
33991010	JEWELRY & SILVERWARE MANUFACTURING                
33281210	METAL COATING & NON-PRECIOUS ENGRAVING            
33281203	METAL COATING & NON-PRECIOUS ENGRAVING            
33281204	METAL COATING & NON-PRECIOUS ENGRAVING            
33281206	METAL COATING & NON-PRECIOUS ENGRAVING            
33281211	METAL COATING & NON-PRECIOUS ENGRAVING            
33991013	JEWELRY & SILVERWARE MANUFACTURING                
33991012	JEWELRY & SILVERWARE MANUFACTURING                
33281207	METAL COATING & NON-PRECIOUS ENGRAVING            
33351718	MACHINE TOOL MANUFACTURING                        
33281223	METAL COATING & NON-PRECIOUS ENGRAVING            
33281216	METAL COATING & NON-PRECIOUS ENGRAVING            
33281205	METAL COATING & NON-PRECIOUS ENGRAVING            
33281215	METAL COATING & NON-PRECIOUS ENGRAVING            
33281219	METAL COATING & NON-PRECIOUS ENGRAVING            
33281220	METAL COATING & NON-PRECIOUS ENGRAVING            
33281214	METAL COATING & NON-PRECIOUS ENGRAVING            
33281217	METAL COATING & NON-PRECIOUS ENGRAVING            
33281213	METAL COATING & NON-PRECIOUS ENGRAVING            
33281209	METAL COATING & NON-PRECIOUS ENGRAVING            
33281208	METAL COATING & NON-PRECIOUS ENGRAVING            
33281201	METAL COATING & NON-PRECIOUS ENGRAVING            
33281222	METAL COATING & NON-PRECIOUS ENGRAVING            
33281221	METAL COATING & NON-PRECIOUS ENGRAVING            
33281212	METAL COATING & NON-PRECIOUS ENGRAVING            
33281224	METAL COATING & NON-PRECIOUS ENGRAVING            
33281202	METAL COATING & NON-PRECIOUS ENGRAVING            
33299201	SMALL ARMS AMMUNITION MANUFACTURING               
33299302	AMMUNITION (EXCEPT SMALL ARMS) MANUFACTURING      
33299301	AMMUNITION (EXCEPT SMALL ARMS) MANUFACTURING      
33299402	SMALL ARMS, ORDNANCE, & ORDNANCE ACCESSORIES MFG  
33299403	SMALL ARMS, ORDNANCE, & ORDNANCE ACCESSORIES MFG  
33299404	SMALL ARMS, ORDNANCE, & ORDNANCE ACCESSORIES MFG  
33299401	SMALL ARMS, ORDNANCE, & ORDNANCE ACCESSORIES MFG  
33299405	SMALL ARMS, ORDNANCE, & ORDNANCE ACCESSORIES MFG  
33299406	SMALL ARMS, ORDNANCE, & ORDNANCE ACCESSORIES MFG  
33299407	SMALL ARMS, ORDNANCE, & ORDNANCE ACCESSORIES MFG  
33291101	INDUSTRIAL VALVE MANUFACTURING                    
33291102	INDUSTRIAL VALVE MANUFACTURING                    
33291203	FLUID POWER VALVE & HOSE FITTING MANUFACTURING    
33291202	FLUID POWER VALVE & HOSE FITTING MANUFACTURING    
33291201	FLUID POWER VALVE & HOSE FITTING MANUFACTURING    
33261301	SPRING MANUFACTURING                              
33261303	SPRING MANUFACTURING                              
33261302	SPRING MANUFACTURING                              
33299912	ALL OTHER MISC FABRICATED METAL PRODUCT MFG       
33291902	OTHER METAL VALVE & PIPE FITTING MANUFACTURING    
33291907	OTHER METAL VALVE & PIPE FITTING MANUFACTURING    
33291903	OTHER METAL VALVE & PIPE FITTING MANUFACTURING    
33291906	OTHER METAL VALVE & PIPE FITTING MANUFACTURING    
33261305	SPRING MANUFACTURING                              
33261304	SPRING MANUFACTURING                              
33451931	OTHER MEASURING & CONTROLLING DEVICE MANUFACTURING
33261821	OTHER FABRICATED WIRE PRODUCT MANUFACTURING       
33261815	OTHER FABRICATED WIRE PRODUCT MANUFACTURING       
33261816	OTHER FABRICATED WIRE PRODUCT MANUFACTURING       
33261803	OTHER FABRICATED WIRE PRODUCT MANUFACTURING       
33261805	OTHER FABRICATED WIRE PRODUCT MANUFACTURING       
33261810	OTHER FABRICATED WIRE PRODUCT MANUFACTURING       
33261817	OTHER FABRICATED WIRE PRODUCT MANUFACTURING       
33261819	OTHER FABRICATED WIRE PRODUCT MANUFACTURING       
33261801	OTHER FABRICATED WIRE PRODUCT MANUFACTURING       
33261806	OTHER FABRICATED WIRE PRODUCT MANUFACTURING       
33261808	OTHER FABRICATED WIRE PRODUCT MANUFACTURING       
33261818	OTHER FABRICATED WIRE PRODUCT MANUFACTURING       
33261813	OTHER FABRICATED WIRE PRODUCT MANUFACTURING       
33261802	OTHER FABRICATED WIRE PRODUCT MANUFACTURING       
33261811	OTHER FABRICATED WIRE PRODUCT MANUFACTURING       
33261822	OTHER FABRICATED WIRE PRODUCT MANUFACTURING       
33261820	OTHER FABRICATED WIRE PRODUCT MANUFACTURING       
33261823	OTHER FABRICATED WIRE PRODUCT MANUFACTURING       
33261807	OTHER FABRICATED WIRE PRODUCT MANUFACTURING       
33261812	OTHER FABRICATED WIRE PRODUCT MANUFACTURING       
33261814	OTHER FABRICATED WIRE PRODUCT MANUFACTURING       
33261809	OTHER FABRICATED WIRE PRODUCT MANUFACTURING       
33261824	OTHER FABRICATED WIRE PRODUCT MANUFACTURING       
33261804	OTHER FABRICATED WIRE PRODUCT MANUFACTURING       
33299905	ALL OTHER MISC FABRICATED METAL PRODUCT MFG       
33299908	ALL OTHER MISC FABRICATED METAL PRODUCT MFG       
33299607	FABRICATED PIPE & PIPE FITTING MANUFACTURING      
33299603	FABRICATED PIPE & PIPE FITTING MANUFACTURING      
33299602	FABRICATED PIPE & PIPE FITTING MANUFACTURING      
33299604	FABRICATED PIPE & PIPE FITTING MANUFACTURING      
33299605	FABRICATED PIPE & PIPE FITTING MANUFACTURING      
33299606	FABRICATED PIPE & PIPE FITTING MANUFACTURING      
33299608	FABRICATED PIPE & PIPE FITTING MANUFACTURING      
33299601	FABRICATED PIPE & PIPE FITTING MANUFACTURING      
33299913	ALL OTHER MISC FABRICATED METAL PRODUCT MFG       
33299903	ALL OTHER MISC FABRICATED METAL PRODUCT MFG       
33299910	ALL OTHER MISC FABRICATED METAL PRODUCT MFG       
33211701	POWDER METALLURGY PART MANUFACTURING              
33243916	OTHER METAL CONTAINER MANUFACTURING               
33991032	JEWELRY & SILVERWARE MANUFACTURING                
33291905	OTHER METAL VALVE & PIPE FITTING MANUFACTURING    
33291904	OTHER METAL VALVE & PIPE FITTING MANUFACTURING    
33299915	ALL OTHER MISC FABRICATED METAL PRODUCT MFG       
33299904	ALL OTHER MISC FABRICATED METAL PRODUCT MFG       
33243902	OTHER METAL CONTAINER MANUFACTURING               
33299902	ALL OTHER MISC FABRICATED METAL PRODUCT MFG       
33251020	HARDWARE MANUFACTURING                            
33299906	ALL OTHER MISC FABRICATED METAL PRODUCT MFG       
33299907	ALL OTHER MISC FABRICATED METAL PRODUCT MFG       
33243923	OTHER METAL CONTAINER MANUFACTURING               
33299901	ALL OTHER MISC FABRICATED METAL PRODUCT MFG       
33299918	ALL OTHER MISC FABRICATED METAL PRODUCT MFG       
33361108	TURBINE & TURBINE GENERATOR SET UNITS MFG         
33361104	TURBINE & TURBINE GENERATOR SET UNITS MFG         
33361105	TURBINE & TURBINE GENERATOR SET UNITS MFG         
33361101	TURBINE & TURBINE GENERATOR SET UNITS MFG         
33361103	TURBINE & TURBINE GENERATOR SET UNITS MFG         
33361102	TURBINE & TURBINE GENERATOR SET UNITS MFG         
33361107	TURBINE & TURBINE GENERATOR SET UNITS MFG         
33361106	TURBINE & TURBINE GENERATOR SET UNITS MFG         
33361109	TURBINE & TURBINE GENERATOR SET UNITS MFG         
33361803	OTHER ENGINE EQUIPMENT MANUFACTURING              
33361802	OTHER ENGINE EQUIPMENT MANUFACTURING              
33361801	OTHER ENGINE EQUIPMENT MANUFACTURING              
33361804	OTHER ENGINE EQUIPMENT MANUFACTURING              
33232318	ORNAMENTAL & ARCHITECTURAL METAL WORK MFG         
